Uniprot_ID,log2 Fold Change,P.Value
Q8NS13,0.090652633,0.932095893
Q8NS15,0.125891751,0.899517464
Q8NS16,0.151337746,0.545054311
Q8NS17,0.248814928,0.369477194
Q8NS20,-0.353978905,0.70705555
Q8NS21,-0.267837624,0.102183815
Q8NS22,0.813191562,0.347363718
Q8NS24,0.870222297,0.479522961
Q8NS25,-0.252789351,0.477021404
Q8NS26,-0.630871108,0.232944716
Q8NS28,-0.470065553,0.42719441
Q8NS29,0.639178302,0.123121241
Q8NS31,-0.165648668,0.603396724
Q8NS34,0.216236359,0.76527313
Q8NS35,1.447404179,0.246140634
Q8NS36,0.150342676,0.762936936
Q8NS37,0.606607974,0.040464692
Q8NS38,-0.579848367,0.170561877
Q8NS39,-2.037622866,0.156129004
Q8NS41,0.674361897,0.156129004
Q8NS43,0.778506974,0.23212589
Q8NS46,0.374574211,0.180732061
Q8NS47,-0.919357455,0.205015178
Q8NS49,2.003914597,0.131747428
Q8NS50,1.715825226,0.040464692
Q8NS51,0.447220922,0.30307142
Q8NS52,0.290682661,0.330699041
Q8NS53,0.098288184,0.957650839
Q8NS54,0.236038888,0.662678612
Q8NS55,0.158746493,0.868938097
Q8NS56,0.161701593,0.490631
Q8NS57,-0.435195712,0.701427287
Q8NS59,1.675930263,0.05056247
Q8NS61,-0.280371198,0.70705555
Q8NS62,-0.439939481,0.520674508
Q8NS63,-0.845168735,0.191760784
Q8NS64,-1.062244379,0.123121241
Q8NS65,0.022954719,0.967587497
Q8NS66,0.351258858,0.331845961
Q8NS67,1.12210422,0.663540927
Q8NS69,-0.839727235,0.363658703
Q8NS70,0.623434945,0.406553558
Q8NS71,-0.145643491,0.694870799
Q8NS74,-0.38458123,0.779425325
Q8NS75,0.871773142,0.430291414
Q8NS76,0.500543877,0.141970505
Q8NS77,0.745875024,0.056575661
Q8NS78,0.493840357,0.070236424
Q8NS79,-0.097592135,0.840384607
Q8NS80,0.254083123,0.363947188
Q8NS85,-1.545430749,0.098336746
Q8NS88,-0.534338901,0.719111238
Q8NS90,1.738162558,0.55309912
Q8NS92,-1.521279578,0.563549521
Q8NS93,-0.376495913,0.272783037
Q8NS94,-0.13044708,0.736555239
Q8NS95,-0.011188187,0.979236906
Q8NS96,-2.485995639,0.225444823
Q8NS97,-0.234896862,0.437728637
Q8NSA0,-1.104557222,0.263644527
Q8NSA1,-0.708204993,0.271451671
Q8NSA2,-0.012240614,0.973132835
Q8NSA3,-1.1553598,0.039616034
Q8NSA4,-1.49661446,0.127367037
Q8NSA5,0.468049524,0.708876686
Q8NSA7,-0.309545859,0.6532175
Q8NSA8,-0.194396488,0.395286817
Q8NSA9,-2.795200274,0.342329523
Q8NSB2,0.715996252,0.064405651
Q8NSB3,-0.369540798,0.170561877
Q8NSB4,0.071402177,0.870463763
Q8NSB5,0.22635088,0.454024627
Q8NSB6,-0.223328511,0.127886103
Q8NSB7,-0.134807644,0.628264352
Q8NSC0,-0.834683947,0.099415419
Q8NSC1,-0.084132643,0.879423666
Q8NSC2,0.789095389,0.170306235
Q8NSC3,-0.83561652,0.272783037
Q8NSC4,-0.463233489,0.064405651
Q8NSC5,-0.810364381,0.600775131
Q8NSC8,-1.338397687,0.220129713
Q8NSC9,-0.70455625,0.330699041
Q8NSD0,0.248877541,0.152706946
Q8NSD1,-0.284949725,0.753080158
Q8NSD2,0.476364089,0.235833436
Q8NSD4,0.364541691,0.247152208
Q8NSD5,0.302315675,0.634158475
Q8NSD6,0.418359829,0.612276641
Q8NSD7,0.069851447,0.931800799
Q8NSD8,-0.836041227,0.087149576
Q8NSD9,0.081973761,0.792712041
Q8NSE1,-1.33758962,0.25339622
Q8NSE2,-0.510845575,0.154530132
Q8NSE3,-0.311056864,0.555359266
Q8NSE4,-0.781715866,0.156129004
Q8NSE5,-1.534725409,0.087149576
Q8NSE8,-0.002173933,0.979236906
Q8NSE9,-0.204652566,0.514252078
Q8NSF0,0.038689434,0.949549948
Q8NSF4,0.058529918,0.950946079
Q8NSF5,0.060777614,0.913202817
Q8NSF7,-5.412238497,0.066623693
Q8NSG0,0.058407761,0.931800799
Q8NSG1,0.027020071,0.978739446
Q8NSG3,-0.285629676,0.86722458
Q8NSG4,0.050156516,0.788137927
Q8NSG5,1.835310223,0.080604685
Q8NSG6,0.706035471,0.278859964
Q8NSG7,1.702737793,0.025377262
Q8NSG8,0.398794533,0.124779539
Q8NSG9,0.329272948,0.410209224
Q8NSH0,0.771883738,0.400142735
Q8NSH1,0.412745186,0.742995538
Q8NSH2,-0.195434061,0.759221399
Q8NSH3,-0.881460151,0.13945169
Q8NSH6,-0.766199917,0.362597385
Q8NSH7,0.174251156,0.343287194
Q8NSH8,-0.221860704,0.833814661
Q8NSH9,-0.197125434,0.62329773
Q8NSI0,-3.991593398,0.260641402
Q8NSI2,-0.276678714,0.871069494
Q8NSI3,-4.896387427,0.232507478
Q8NSI4,-0.137425258,0.856136649
Q8NSI5,0.676162308,0.305661908
Q8NSI6,-0.220697638,0.362111862
Q8NSI7,1.065769878,0.597618342
Q8NSJ0,0.266424039,0.288402608
Q8NSJ1,1.123553153,0.600775131
Q8NSJ2,0.116421145,0.791485497
Q8NSJ3,-0.041287043,0.912806366
Q8NSJ4,0.185707927,0.714273303
Q8NSJ6,-0.398758117,0.755135394
Q8NSJ7,-1.247545185,0.134651153
Q8NSK0,-0.046968593,0.805691157
Q8NSK1,0.308446862,0.798135006
Q8NSK6,1.021201475,0.131747428
Q8NSK7,0.42192509,0.808481709
Q8NSK8,0.4339456,0.247953629
Q8NSL1,-1.20508784,0.633973451
Q8NSL2,-0.447525062,0.645140344
Q8NSL6,0.268270526,0.53462051
Q8NSL7,-0.610877711,0.86560865
Q8NSL8,0.349678662,0.370783995
Q8NSM0,0.364918137,0.307744299
Q8NSM1,-0.043336172,0.974241253
Q8NSM2,-1.375442726,0.682607533
Q8NSM3,1.969206209,0.270850452
Q8NSM4,-0.714654448,0.170561877
Q8NSM7,-0.061621286,0.761575706
Q8NSM8,-0.194123795,0.856500882
Q8NSM9,0.613105887,0.342328131
Q8NSN1,0.858347745,0.133127155
Q8NSN2,1.081776909,0.152706946
Q8NSN3,1.071351881,0.573854784
Q8NSN5,1.7886883,0.311059063
Q8NSN8,0.023782265,0.979236906
Q8NSN9,-1.763681246,0.301995614
Q8NSP0,-2.942830472,0.030190115
Q8NSP1,-0.894958062,0.42002891
Q8NSP4,-0.922827991,0.335385333
Q8NSP5,0.364943616,0.700851339
Q8NSP9,-0.399507719,0.522776638
Q8NSQ0,1.050733755,0.148007425
Q8NSQ3,0.582875464,0.585101465
Q8NSQ4,0.61539561,0.759975592
Q8NSQ6,0.341212277,0.23371803
Q8NSR0,-0.04660674,0.866181236
Q8NSR1,0.465081716,0.270850452
Q8NSR4,0.065376031,0.87520228
Q8NSR5,0.010663712,0.964237551
Q8NSR7,0.962292214,0.183671477
Q8NSR8,1.221472024,0.273715149
Q8NSS0,-0.253819639,0.25339622
Q8NSS1,-0.082126539,0.745210489
Q8NSS3,-0.393679637,0.529514502
Q8NSS4,-0.194701128,0.543456319
Q8NSS5,-0.612159877,0.272995804
Q8NSS6,-0.483566491,0.422803472
Q8NSS7,0.158051601,0.741781161
Q8NSS8,0.071455064,0.838683197
Q8NSS9,0.098515652,0.5818748
Q8NST0,-0.172569534,0.46991632
Q8NST4,0.577226861,0.12942296
Q8NST5,0.302875547,0.621226065
Q8NST6,0.492966141,0.276105152
Q8NSU4,-0.380854855,0.477345778
Q8NSU5,0.198003153,0.370275828
Q8NSU9,-0.276810575,0.899517464
Q8NSV0,0.19293284,0.80846817
Q8NSV1,0.765588335,0.195941645
Q8NSV2,0.298705272,0.342328131
Q8NSV4,0.176904084,0.261419456
Q8NSV5,0.129047734,0.720182341
Q8NSV6,0.232367007,0.582665825
Q8NSV7,0.237073205,0.833814661
Q8NSV8,-0.929982546,0.062276246
Q8NSV9,0.204779733,0.736555239
Q8NSW1,0.196868418,0.736555239
Q8NSX3,0.191427619,0.25339622
Q8NSX5,0.170448834,0.44700913
Q8NSX6,0.563814934,0.305622501
Q8NSX7,0.357912795,0.488499308
Q8NSX8,0.26802962,0.53462051
Q8NSY0,-1.77465577,0.137505169
Q8NSY1,-0.768518661,0.094892885
Q8NSY3,-0.574355685,0.55309912
Q8NSY5,-1.80498199,0.125604094
Q8NSY6,-0.723207319,0.746408866
Q8NSY8,-4.269049314,0.348756035
Q8NSY9,-0.225023963,0.700753539
Q8NSZ0,-0.110697754,0.438023394
Q8NSZ1,-1.786605056,0.174955817
Q8NSZ2,0.611079202,0.113553084
Q8NSZ3,-0.152373817,0.870047977
Q8NSZ4,0.523708404,0.261328305
Q8NSZ5,1.754536954,0.079479672
Q8NSZ7,0.202829909,0.194043225
Q8NSZ9,0.17566125,0.596590527
Q8NT00,0.403056005,0.506791866
Q8NT01,0.373174806,0.134651153
Q8NT02,0.337587863,0.319990557
Q8NT05,0.475638003,0.173263957
Q8NT06,0.267373155,0.765803333
Q8NT08,0.45528148,0.349451014
Q8NT09,0.464112662,0.241980178
Q8NT15,0.315642555,0.623026362
Q8NT16,0.440796637,0.337870347
Q8NT19,0.111062724,0.468520474
Q8NT20,0.491551991,0.070291844
Q8NT21,0.263736189,0.678307012
Q8NT22,-0.69761381,0.701427287
Q8NT23,0.489270887,0.080604685
Q8NT25,0.225399448,0.458001905
Q8NT26,0.033097787,0.72900299
Q8NT27,0.147593981,0.3295656
Q8NT28,0.352182147,0.278859964
Q8NT29,0.140880812,0.835933624
Q8NT30,-0.058060306,0.952267744
Q8NT31,-1.420685534,0.273021672
Q8NT32,0.265490465,0.674609645
Q8NT36,0.031266592,0.958870882
Q8NT37,-0.034857045,0.870047977
Q8NT38,0.632333059,0.179027913
Q8NT39,0.216075059,0.646859293
Q8NT41,-0.322974685,0.865108717
Q8NT43,-0.555448697,0.44700913
Q8NT44,1.539290147,0.070291844
Q8NT45,0.457352573,0.12549893
Q8NT46,-0.054510169,0.854214494
Q8NT47,0.059075231,0.8780234
Q8NT50,-6.096189224,0.123121241
Q8NT51,-0.066474648,0.868938097
Q8NT53,0.237190384,0.571695891
Q8NT55,0.102277522,0.817811731
Q8NT56,-1.548005114,0.070492478
Q8NT57,-0.674687955,0.427138108
Q8NT58,-0.973442493,0.064405651
Q8NT60,-0.671289065,0.625026982
Q8NT61,0.715779638,0.625936653
Q8NT63,0.581490864,0.342328131
Q8NT64,-0.172069823,0.48209917
Q8NT69,-1.070868292,0.099963387
Q8NT71,-0.504472607,0.534349068
Q8NT72,0.566029115,0.141970505
Q8NT73,0.392149466,0.326177795
Q8NT74,-0.099356994,0.555076374
Q8NT75,-0.048546677,0.833918989
Q8NT76,-0.514328059,0.705519154
Q8NT78,0.179597478,0.813942972
Q8NT79,0.2168253,0.274491854
Q8NT80,-0.477633068,0.286260047
Q8NT81,-0.061724668,0.950946079
Q8NT82,2.375730446,0.566493095
Q8NT85,-2.586422015,0.218989698
Q8NT86,0.102292614,0.950946079
Q8NT88,-0.1271582,0.879021687
Q8NT90,-0.127487188,0.755135394
Q8NT93,-1.527153713,0.137095578
Q8NT97,-0.418819675,0.619558833
Q8NT98,0.943037033,0.152706946
Q8NT99,0.772101177,0.090248477
Q8NTA0,-1.101687256,0.170561877
Q8NTA1,0.765003495,0.344527348
Q8NTA3,0.022281172,0.925102991
Q8NTA4,-0.646181925,0.337527456
Q8NTA5,0.424004401,0.288402608
Q8NTA6,0.490010143,0.342328131
Q8NTA7,0.032961031,0.871261145
Q8NTA9,0.22114376,0.912806366
Q8NTB0,-0.12239954,0.376055614
Q8NTB1,0.665338725,0.331845961
Q8NTB2,-1.341433919,0.761575706
Q8NTB5,0.357816854,0.368971897
Q8NTB6,-0.992846807,0.064405651
Q8NTB7,-0.382972674,0.870463763
Q8NTB8,-0.023427248,0.993280657
Q8NTC1,0.633492172,0.593989244
Q8NTC2,0.775107162,0.200788457
Q8NTC4,-0.415227773,0.463332623
Q8NTC5,0.479037605,0.232944716
Q8NTC6,-1.184367726,0.346899318
Q8NTC7,0.641114354,0.701427287
Q8NTC8,0.413449131,0.127886103
Q8NTD0,-0.417562599,0.156129004
Q8NTD1,0.300339208,0.460217899
Q8NTD2,0.22426749,0.430079672
Q8NTD4,0.432318967,0.611910037
Q8NTD5,-0.194796428,0.791485497
Q8NTD6,0.087777561,0.771904676
Q8NTD7,0.162666751,0.755135394
Q8NTD8,-0.389181798,0.369173892
Q8NTD9,-0.374060527,0.55309912
Q8NTE0,0.297200974,0.170561877
Q8NTE1,-0.071519159,0.741781161
Q8NTE3,0.369628802,0.674933845
Q8NTE4,-0.453435976,0.273691541
Q8NTE5,0.169347122,0.865108717
Q8NTE7,0.323901141,0.420923896
Q8NTF3,-0.210592108,0.638392596
Q8NTF4,-0.713905454,0.575475723
Q8NTF5,0.436709137,0.169958827
Q8NTF6,-0.525631396,0.279057592
Q8NTF7,0.001748046,0.999172857
Q8NTF8,-1.094226463,0.152706946
Q8NTF9,-0.213624615,0.248289253
Q8NTG0,-0.955121107,0.080715222
Q8NTG1,-0.347546821,0.500482464
Q8NTG2,0.161553601,0.85617506
Q8NTG3,-0.022889848,0.931800799
Q8NTG4,-0.818296282,0.331845961
Q8NTG7,-0.512897307,0.084901374
Q8NTG8,-0.30895361,0.273691541
Q8NTH1,0.002051396,0.994186459
Q8NTH2,-0.140851956,0.405382612
Q8NTH3,-0.217381569,0.344527348
Q8NTH4,-0.469658347,0.31632472
Q8NTH5,-0.450269201,0.033811596
Q8NTH6,0.505165496,0.422803472
Q8NTI0,-0.923912008,0.345299938
Q8NTI2,-0.043326578,0.795419288
Q8NTI4,-0.366942506,0.331434502
Q8NTI6,-0.188476622,0.234342826
Q8NTI7,0.230818027,0.555076374
Q8NTI8,0.041688341,0.905704651
Q8NTJ2,-1.625771937,0.438194594
Q8NTJ3,-1.490155744,0.382061956
Q8NTJ5,0.325553648,0.712684853
Q8NTJ6,-1.330158939,0.277803792
Q8NTJ8,-0.152474586,0.527364144
Q8NTJ9,-0.263498072,0.758602345
Q8NTK0,0.570142562,0.342328131
Q8NTK8,0.282703911,0.736555239
Q8NTK9,0.208563175,0.761575706
Q8NTL0,-0.161739477,0.75924086
Q8NTL2,0.341133771,0.501235008
Q8NTL4,0.069695723,0.957650839
Q8NTL6,-0.834732403,0.13945169
Q8NTM1,0.366241549,0.614077903
Q8NTM4,0.177252577,0.73768712
Q8NTM7,-0.180436579,0.817489133
Q8NTM8,0.342051621,0.148632367
Q8NTM9,0.411752162,0.285680201
Q8NTN0,-0.62294932,0.258773919
Q8NTN4,-0.510515169,0.555359266
Q8NTN6,-0.484605813,0.854814147
Q8NTN8,0.282468573,0.652469701
Q8NTP0,0.532778257,0.208070364
Q8NTQ1,-0.050176356,0.663540927
Q8NTQ2,-0.045657252,0.973132835
Q8NTQ5,0.447981094,0.325378153
Q8NTQ6,0.3707388,0.133127155
Q8NTQ7,0.749703101,0.112237321
Q8NTQ8,-0.299919387,0.866181236
Q8NTQ9,-0.368105622,0.555076374
Q8NTR0,-0.86705722,0.25880379
Q8NTR1,-0.572403562,0.270850452
Q8NTR2,0.131127577,0.364572579
Q8NTR5,0.91489945,0.271451671
Q8NTR6,0.109030915,0.856500882
Q8NTR9,-0.554198713,0.418951668
Q8NTS0,0.288036834,0.646369268
Q8NTS1,-0.667270044,0.448965833
Q8NTS3,-0.40965012,0.600775131
Q8NTS4,0.776738001,0.02640725
Q8NTS5,0.491525007,0.169958827
Q8NTS6,0.288404353,0.479095383
Q8NTS7,0.07986449,0.924802617
Q8NTS8,-2.124296145,0.542796103
Q8NTT3,-0.026812818,0.985136335
Q8NTT4,0.202209242,0.55443716
Q8NTT7,-0.916292797,0.170561877
Q8NTT8,-0.968192957,0.625936653
Q8NTU0,-0.214992828,0.863783952
Q8NTU1,-0.198436647,0.600307714
Q8NTU2,-0.349071441,0.793935077
Q8NTU3,-0.951769348,0.141970505
Q8NTU4,-4.965248815,0.183671477
Q8NTU6,0.57594898,0.614718871
Q8NTU7,0.099873612,0.879840829
Q8NTU9,-0.444500305,0.22280103
Q8NTV0,0.013125808,0.981668812
Q8NTV1,-1.094661487,0.477163939
Q8NTV2,-0.221740958,0.475070166
Q8NTV3,0.015995977,0.958870882
Q8NTV4,-0.813376603,0.273021672
Q8NTV5,-0.653311966,0.625026982
Q8NTV8,0.042848909,0.950946079
Q8NTV9,-0.260179472,0.879840829
Q8NTW0,-0.107985281,0.957898995
Q8NTW1,-0.545915248,0.278859964
Q8NTW2,-0.144990269,0.652389166
Q8NTW3,0.028159776,0.939622202
Q8NTW4,1.04878235,0.335162033
Q8NTW5,0.125163986,0.608396779
Q8NTW6,-0.141538252,0.672860327
Q8NTW7,-0.366409005,0.815785271
Q8NTW8,-0.003978154,0.999172857
Q8NTW9,0.007733047,0.98595416
Q8NTX2,-0.630748122,0.769577781
Q8NTX5,0.056354319,0.866181236
Q8NTX7,-1.009002954,0.087988249
Q8NTY3,0.309799841,0.880255086
Q8NTY6,-0.042961653,0.940326084
Q8NTY7,0.651729879,0.122018882
Q8NTY8,-1.120142289,0.608625491
Q8NTY9,0.485596363,0.494299271
Q8NTZ0,-0.00993809,0.987485956
Q8NTZ1,0.660193866,0.25880379
Q8NTZ3,-1.235576847,0.625936653
Q8NTZ4,0.352649682,0.446917861
Q8NTZ5,-0.255933665,0.766672237
Q8NTZ6,-0.138993062,0.925102991
Q8NTZ7,-0.85812876,0.085057152
Q8NTZ8,0.589718516,0.325378153
Q8NU00,0.25402789,0.247953629
Q8NU02,0.033757183,0.973132835
Q8NU03,-0.358606121,0.767372357
Q8NU04,0.41163367,0.343918704
Q8NU07,-0.488520533,0.640655234
Q8NU08,-0.471034423,0.237490012
Q8NU10,-0.885310611,0.764147382
Q8NU11,-0.05374723,0.912806366
Q8NU13,2.028894569,0.148851918
Q8NU15,0.277288522,0.461438302
Q8NU19,0.096183241,0.835658595
Q8NU21,-0.853682148,0.503233977
Q8NU22,3.265648974,0.099188827
Q8NU23,0.236071789,0.722883197
Q8NU24,-0.187206118,0.304400545
Q8NU28,0.617095046,0.077454493
Q8NU29,-0.072111738,0.910831691
Q8NU30,0.398640092,0.169201229
Q8NU31,0.039623497,0.956682012
Q8NU32,-1.186649373,0.454167724
Q8NU33,-0.74993115,0.122018882
Q8NU35,0.688631921,0.096140074
Q8NU36,0.08998454,0.787022987
Q8NU38,-0.925241651,0.02640725
Q8NU39,-0.182077891,0.723401046
Q8NU40,0.062814204,0.871069494
Q8NU41,0.57103949,0.156129004
Q8NU42,-1.336187883,0.194043225
Q8NU45,-0.141176157,0.819800052
Q8NU47,-0.585188719,0.386916138
Q8NU48,-0.48031602,0.212393709
Q8NU52,-0.62172526,0.194043225
Q8NU53,-0.484116578,0.658946801
Q8NU54,-0.555618326,0.636653556
Q8NU56,-0.154638457,0.633480975
Q8NU58,1.428522041,0.025370698
Q8NU60,0.640158863,0.781271842
Q8NU62,-0.257548457,0.50159398
Q8NU64,0.076666625,0.956682012
Q8NU68,-0.036890579,0.909485106
Q8NU69,-0.107020968,0.794496964
Q8NU70,-0.013277497,0.98595416
Q8NU77,0.426158675,0.245990599
Q8NU78,0.028793042,0.984340097
Q8NU83,-0.273759535,0.710499244
Q8NU89,-0.928248525,0.148007425
Q8NU92,0.644094096,0.258773919
Q8NU93,1.065028188,0.051348359
Q8NU94,0.994005948,0.02640725
Q8NU96,0.374384043,0.369173892
Q8NU97,0.74710063,0.365336328
Q8NU98,0.070351937,0.786599593
Q8NU99,0.152413396,0.746408866
Q8NUA5,-0.371918813,0.514252078
Q8NUA6,-0.96780627,0.300319455
Q8NUA7,-0.199409606,0.854214494
Q8NUA8,-0.87036904,0.148851918
Q8NUA9,0.188547904,0.593989244
Q8NUB3,-3.345097971,0.026686001
Q8NUB4,-1.105815715,0.108285951
Q8NUC0,-1.088726209,0.278859964
Q8NUC3,0.395869433,0.386916138
Q8NUC6,0.292677063,0.167298087
Q8NUC9,-0.532507619,0.448965833
Q8NUD0,0.137319796,0.882633583
Q8NUD2,-0.590143751,0.52721637
Q8NUD3,0.331431065,0.372266845
Q8NUD4,-0.339420426,0.740930017
Q8NUD6,0.072637204,0.547730872
Q8NUD8,0.007204364,0.979236906
Q8RSU9,0.227791118,0.788137927
Q93PM7,0.187186864,0.305661908
Q99340,0.718560789,0.468520474
Q9AE09,-0.132042096,0.868938097
Q9AE10,-0.012894379,0.985136335
Q9AE11,-0.268708451,0.827851833
Q9AEL8,-0.438524364,0.866181236
Q9AEM1,-0.379525966,0.170561877
Q9APY3,-0.406071649,0.371768945
Q9ETA7,-1.370932689,0.085057152
Q9K5E4,0.223160885,0.507133667
Q9KJU3,0.331911085,0.490028433
Q9KJU4,0.312390467,0.341956624
Q9LAK5,0.247782204,0.348756035
Q9LAK6,0.383204163,0.647522331
Q9RHM3,-1.347204524,0.529514502
Q9RHM6,-0.270208244,0.600775131
Q9X4N0,-1.020282393,0.56881777
Q9X5C9,-0.027739802,0.874429552
Q9X5D0,1.036561823,0.070291844
Q9X5D1,0.824083432,0.386302635
Q9X5D2,0.138437132,0.406493422
Q9X706,-0.828735848,0.562527802
Q9X712,0.477803252,0.174077896
Q9X713,0.150598465,0.82580766
Q9XD64,0.989009466,0.064405651
Q9XDZ7,0.198431724,0.719821355
Q9Z470,-0.426736075,0.223800276
Q9Z471,0.321276146,0.455643654
Q9Z472,0.719195937,0.128182716
